Tipo Registrante,Gruppo Sconto,Cod.,Denominazione,Indirizzo,Cap,Città,Prov.,Regione,Nazione,Partita Iva,Codice fiscale,Elenco dest.,Nome Azienda,Extra 2,Note,Num. listino,Sconti,Banca,Pagamento,Fatt. con Iva,Rif. Persona,Desc. Tel. 1,Tel. 1,Desc. Tel. 2,Tel. 2,Desc. Tel. 3,Tel. 3,Cell,Fax,e-mail,Home page,Login web,Conto reg.,Note doc.
Azienda,,PAZ02777,Lombardi Monica,"Via Mazzini, 153",00141,Roma,RM,Lazio,Italia,,LMBMNC65H44H501,,,,,,,Poste Italiane - BancoPosta,PayPal,Sì,Monica Lombardi,Casa,0517018739,,,,,3035876763,,monica.lombardi76@libero.it,,,,
Privato,B,PAZ05681,Lombardi Francesca,"Via Tasso, 135",00141,Roma,RM,Lazio,Italia,,LMBFNC04H60H501,,,,,,,UniCredit,Contanti,No,Francesca Lombardi,Casa,0659935679,,,,,3830763241,,francesca.lombardi60@gmail.com,,,,
Privato,B,PAZ00428,Carbone Salvatore,"Via Napoli, 63",00118,Roma,RM,Lazio,Italia,,CRBSVT64D19H501,,,,,,,Poste Italiane - BancoPosta,RID bancario,Sì,Salvatore Carbone,Casa,0424271519,,,,,3776208530,,salvatore.carbone48@libero.it,,,,
Privato,,PAZ05015,Serra Davide,"Via Napoli, 69",20124,Milano,MI,Lombardia,Italia,,SRRDVD06P21F205,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,Sì,Davide Serra,Casa,0585217582,,,,,3216205043,,davide.serra42@gmail.com,,,,
Privato,C,PAZ08768,Barbieri Alessandro,"Via Roma, 159",00136,Roma,RM,Lazio,Italia,,BRBLSN49T15H501,,,,,,,Banca Intesa Sanpaolo,RID bancario,Sì,Alessandro Barbieri,Casa,0656153247,,,,,3343452144,,alessandro.barbieri34@gmail.com,,,,
Privato,,PAZ07401,Ruggiero Anna,"Via Matteotti, 194",10122,Torino,TO,Piemonte,Italia,,RGGNNA69L58L219,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Anna Ruggiero,Casa,0742277032,,,,,3271421672,,anna.ruggiero86@libero.it,,,,
Privato,A,PAZ04800,Conti Carmela,"Via Roma, 59",20121,Milano,MI,Lombardia,Italia,,CNTCML44R43F205,,,,,,,Banca Mediolanum,Carta di credito,Sì,Carmela Conti,Casa,0701898259,,,,,3742458624,,carmela.conti32@libero.it,,,,
Professionista,,EXT11227,Ferrara Angelo,"Via Roma, 12",10124,Torino,TO,Piemonte,Italia,,FRRNGL71E09L219,,,,,,,Banca MPS,Contanti,No,Angelo Ferrara,Casa,0131008990,,,,,3146144667,,angelo.ferrara25@libero.it,,,,
Azienda,A,EXT13827,Colombo Concetta,"Via Nazionale, 56",00136,Roma,RM,Lazio,Italia,,CLMCCT53T56H501,,,,,,,Banca Intesa Sanpaolo,Bonifico bancario 30gg,Sì,Concetta Colombo,Casa,0632964601,,,,,3466725132,,concetta.colombo44@libero.it,,,,
Privato,B,PAZ02698,Pellegrini Cristina,"Via Garibaldi, 118",20125,Milano,MI,Lombardia,Italia,,PLLCST04H58F205,,,,,,,Banco BPM,PayPal,No,Cristina Pellegrini,Casa,0517994503,,,,,3426289112,,cristina.pellegrini34@gmail.com,,,,
Professionista,B,PAZ06532,De Angelis Valentina,"Via Tasso, 168",80132,Napoli,NA,Campania,Italia,,DNGVNT00H45F839,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Valentina De Angelis,Casa,0307010840,,,,,3260688382,,valentina.deangelis50@gmail.com,,,,
Privato,A,EXT10779,Ruggiero Giuseppe,"Via Leopardi, 88",00141,Roma,RM,Lazio,Italia,,RGGGPP89D06H501,,,,,,,Banca Mediolanum,Assegno bancario,Sì,Giuseppe Ruggiero,Casa,0474384269,,,,,3991331105,,giuseppe.ruggiero22@gmail.com,,,,
Professionista,A,EXT11755,Fontana Davide,"Via Tasso, 106",20121,Milano,MI,Lombardia,Italia,,FNTDVD75D20F205,,,,,,,Banca MPS,Carta di credito,No,Davide Fontana,Casa,0728180471,,,,,3079100103,,davide.fontana95@gmail.com,,,,
Privato,C,PAZ00408,Fontana Beatrice,"Via della Repubblica, 124",00100,Roma,RM,Lazio,Italia,,FNTBRC41E63H501,,,,,,,Banco BPM,RID bancario,Sì,Beatrice Fontana,Casa,0743239209,,,,,3680679929,,beatrice.fontana34@libero.it,,,,
Azienda,B,PAZ09706,Ferrari Giovanna,"Via Verdi, 48",20121,Milano,MI,Lombardia,Italia,,FRRGNN73B41F205,,,,,,,BPER Banca,Carta di credito,No,Giovanna Ferrari,Casa,0292227340,,,,,3075992058,,giovanna.ferrari13@libero.it,,,,
Privato,B,EXT14383,De Angelis Rosa,"Via Napoli, 12",84124,Salerno,SA,Campania,Italia,,DNGRSO78D53H703,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,Sì,Rosa De Angelis,Casa,0705312934,,,,,3965674962,,rosa.deangelis10@libero.it,,,,
Privato,C,PAZ01608,De Luca Simone,"Via Garibaldi, 43",80122,Napoli,NA,Campania,Italia,,DLCSMN98L02F839,,,,,,,Poste Italiane - BancoPosta,Contanti,No,Simone De Luca,Casa,0474276999,,,,,3250981981,,simone.deluca96@gmail.com,,,,
Privato,A,EXT10432,Cattaneo Giuseppe,"Viale Europa, 31",80122,Napoli,NA,Campania,Italia,,CTTGPP67C07F839,,,,,,,Banca Mediolanum,Contanti,Sì,Giuseppe Cattaneo,Casa,0753395988,,,,,3328580353,,giuseppe.cattaneo73@libero.it,,,,
Privato,C,PAZ07149,Testa Carlo,"Via Dante, 70",80131,Napoli,NA,Campania,Italia,,TSTCRL06D12F839,,,,,,,Banco BPM,Bonifico bancario 30gg,Sì,Carlo Testa,Casa,0637399208,,,,,3422924066,,carlo.testa9@libero.it,,,,
Professionista,C,PAZ04093,Martini Angela,"Via Dante, 34",20123,Milano,MI,Lombardia,Italia,,MRTNGL98D48F205,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,No,Angela Martini,Casa,0589365049,,,,,3441562837,,angela.martini50@gmail.com,,,,
Privato,A,PAZ07665,Marchetti Alberto,"Via Napoli, 86",10123,Torino,TO,Piemonte,Italia,,MRCLRT07S21L219,,,,,,,Poste Italiane - BancoPosta,Carta di credito,Sì,Alberto Marchetti,Casa,0798520792,,,,,3262236190,,alberto.marchetti69@libero.it,,,,
Privato,B,PAZ04742,Martini Gianluca,"Via Mazzini, 27",10125,Torino,TO,Piemonte,Italia,,MRTGLC02S11L219,,,,,,,BPER Banca,Contanti,Sì,Gianluca Martini,Casa,0429221130,,,,,3286425947,,gianluca.martini56@libero.it,,,,
Privato,B,PAZ04953,Martinelli Angelo,"Via Mazzini, 176",20121,Milano,MI,Lombardia,Italia,,MRTNGL66T14F205,,,,,,,BPER Banca,Contanti,Sì,Angelo Martinelli,Casa,0671799393,,,,,3425516950,,angelo.martinelli99@libero.it,,,,
Azienda,B,PAZ09214,De Angelis Carlo,"Corso Italia, 60",20123,Milano,MI,Lombardia,Italia,,DNGCRL93T26F205,,,,,,,UniCredit,Assegno bancario,Sì,Carlo De Angelis,Casa,0814441047,,,,,3512494449,,carlo.deangelis9@libero.it,,,,
Privato,A,EXT14579,Ferretti Alessandro,"Via Milano, 129",84124,Salerno,SA,Campania,Italia,,FRRLSN95C24H703,,,,,,,Banco BPM,Carta di credito,Sì,Alessandro Ferretti,Casa,0521609651,,,,,3467477145,,alessandro.ferretti39@gmail.com,,,,
Privato,B,PAZ00426,Ruggiero Claudio,"Via Cavour, 6",80131,Napoli,NA,Campania,Italia,,RGGCLD04R05F839,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Claudio Ruggiero,Casa,0335450360,,,,,3340703650,,claudio.ruggiero1@libero.it,,,,
Privato,B,PAZ00949,Piccolo Concetta,"Viale Europa, 108",00136,Roma,RM,Lazio,Italia,,PCCCCT04P52H501,,,,,,,BPER Banca,Bonifico bancario 30gg,Sì,Concetta Piccolo,Casa,0786907783,,,,,3929555637,,concetta.piccolo56@libero.it,,,,
Privato,,PAZ08361,Marchetti Simone,"Viale Europa, 34",00136,Roma,RM,Lazio,Italia,,MRCSMN64S21H501,,,,,,,Banco BPM,RID bancario,No,Simone Marchetti,Casa,0248805015,,,,,3863249642,,simone.marchetti17@gmail.com,,,,
Privato,C,PAZ03393,Coppola Massimo,"Via Matteotti, 60",20122,Milano,MI,Lombardia,Italia,,CPPMSM44C15F205,,,,,,,BPER Banca,RID bancario,No,Massimo Coppola,Casa,0727078299,,,,,3465784829,,massimo.coppola15@gmail.com,,,,
Azienda,,PAZ02865,Costa Simone,"Via Cavour, 153",10123,Torino,TO,Piemonte,Italia,,CSTSMN64P27L219,,,,,,,Banca MPS,Bonifico bancario 30gg,Sì,Simone Costa,Casa,0573738132,,,,,3569492952,,simone.costa45@libero.it,,,,
Azienda,C,EXT12969,Barbieri Salvatore,"Viale Europa, 64",00121,Roma,RM,Lazio,Italia,,BRBSVT52T26H501,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,No,Salvatore Barbieri,Casa,0458052745,,,,,3281483884,,salvatore.barbieri37@libero.it,,,,
Privato,A,PAZ08959,Carbone Emilio,"Via Tasso, 62",20122,Milano,MI,Lombardia,Italia,,CRBMLE01A17F205,,,,,,,Poste Italiane - BancoPosta,Contanti,No,Emilio Carbone,Casa,0942578812,,,,,3155125800,,emilio.carbone9@libero.it,,,,
Privato,A,EXT13656,Caruso Filippo,"Via Nazionale, 45",20125,Milano,MI,Lombardia,Italia,,CRSFPP61C27F205,,,,,,,Banca Mediolanum,Carta di credito,No,Filippo Caruso,Casa,0725223690,,,,,3356484688,,filippo.caruso88@gmail.com,,,,
Privato,B,EXT11110,Monti Sofia,"Via Mazzini, 14",00136,Roma,RM,Lazio,Italia,,MNTSFO43A66H501,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,No,Sofia Monti,Casa,0698739099,,,,,3399837024,,sofia.monti37@gmail.com,,,,
Azienda,B,PAZ08167,Ferretti Emilio,"Via Nazionale, 38",10125,Torino,TO,Piemonte,Italia,,FRRMLE45P08L219,,,,,,,Banco BPM,PayPal,Sì,Emilio Ferretti,Casa,0995595287,,,,,3463635456,,emilio.ferretti62@libero.it,,,,
Privato,B,EXT10318,Ferretti Roberta,"Via della Libertà, 193",20125,Milano,MI,Lombardia,Italia,,FRRRRT83C45F205,,,,,,,Banca Mediolanum,Assegno bancario,No,Roberta Ferretti,Casa,0442416001,,,,,3043352800,,roberta.ferretti48@gmail.com,,,,
Professionista,C,PAZ05910,Sorrentino Cinzia,"Piazza del Comune, 122",00136,Roma,RM,Lazio,Italia,,SRRCNZ54A64H501,,,,,,,Banco BPM,PayPal,Sì,Cinzia Sorrentino,Casa,0449398971,,,,,3664103966,,cinzia.sorrentino5@gmail.com,,,,
Privato,B,PAZ07105,De Angelis Monica,"Via della Libertà, 73",20125,Milano,MI,Lombardia,Italia,,DNGMNC65A59F205,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Monica De Angelis,Casa,0472334000,,,,,3735928192,,monica.deangelis82@libero.it,,,,
Professionista,C,PAZ07847,Molinari Filippo,"Corso Umberto I, 12",00141,Roma,RM,Lazio,Italia,,MLNFPP89A17H501,,,,,,,Poste Italiane - BancoPosta,Contanti,Sì,Filippo Molinari,Casa,0694174276,,,,,3626205346,,filippo.molinari55@gmail.com,,,,
Privato,,PAZ01691,Rossi Michela,"Via della Libertà, 142",20121,Milano,MI,Lombardia,Italia,,RSSMHL03A60F205,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,Sì,Michela Rossi,Casa,0668458383,,,,,3654980330,,michela.rossi79@libero.it,,,,
Privato,C,EXT14877,Bianchi Martina,"Via Mazzini, 142",10121,Torino,TO,Piemonte,Italia,,BNCMTN76S50L219,,,,,,,Banca Mediolanum,PayPal,Sì,Martina Bianchi,Casa,0454384173,,,,,3886661844,,martina.bianchi47@libero.it,,,,
Azienda,A,EXT12747,Longo Patrizia,"Via Mazzini, 47",80122,Napoli,NA,Campania,Italia,,LNGPRZ58S41F839,,,,,,,Banco BPM,Assegno bancario,Sì,Patrizia Longo,Casa,0717478916,,,,,3519227315,,patrizia.longo96@libero.it,,,,
Privato,,PAZ01421,Ferrara Stefano,"Via della Repubblica, 66",20125,Milano,MI,Lombardia,Italia,,FRRSFN74A04F205,,,,,,,Banca Intesa Sanpaolo,PayPal,No,Stefano Ferrara,Casa,0325707340,,,,,3477573236,,stefano.ferrara24@gmail.com,,,,
Azienda,,EXT14791,Testa Cinzia,"Via Verdi, 13",80131,Napoli,NA,Campania,Italia,,TSTCNZ97C45F839,,,,,,,BPER Banca,PayPal,No,Cinzia Testa,Casa,0338085712,,,,,3244186348,,cinzia.testa55@gmail.com,,,,
Professionista,A,PAZ07372,De Angelis Lorenzo,"Via Mazzini, 172",00118,Roma,RM,Lazio,Italia,,DNGLNZ80A07H501,,,,,,,Banca Mediolanum,RID bancario,Sì,Lorenzo De Angelis,Casa,0812966398,,,,,3529959105,,lorenzo.deangelis57@libero.it,,,,
Privato,C,PAZ00819,Marini Claudio,"Via Matteotti, 161",00118,Roma,RM,Lazio,Italia,,MRNCLD08D13H501,,,,,,,Banca Mediolanum,Assegno bancario,No,Claudio Marini,Casa,0883928344,,,,,3313377306,,claudio.marini26@gmail.com,,,,
Privato,,PAZ06608,Greco Carmela,"Via Garibaldi, 115",20123,Milano,MI,Lombardia,Italia,,GRCCML42P49F205,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Carmela Greco,Casa,0204147200,,,,,3884364406,,carmela.greco21@libero.it,,,,
Privato,B,PAZ07258,Ferrari Filippo,"Via IV Novembre, 106",00100,Roma,RM,Lazio,Italia,,FRRFPP03T04H501,,,,,,,Banca MPS,Assegno bancario,Sì,Filippo Ferrari,Casa,0913135439,,,,,3551171925,,filippo.ferrari33@libero.it,,,,
Professionista,,EXT14882,Ricci Cinzia,"Via Garibaldi, 29",80132,Napoli,NA,Campania,Italia,,RCCCNZ99D51F839,,,,,,,UniCredit,Bonifico bancario 30gg,No,Cinzia Ricci,Casa,0724231188,,,,,3440176493,,cinzia.ricci39@libero.it,,,,
Professionista,B,EXT10605,Bianchi Alessandra,"Via Garibaldi, 25",00118,Roma,RM,Lazio,Italia,,BNCLSN73B41H501,,,,,,,BPER Banca,PayPal,No,Alessandra Bianchi,Casa,0844747549,,,,,3614517772,,alessandra.bianchi36@libero.it,,,,
Privato,,EXT14677,Ferretti Laura,"Via Verdi, 111",84121,Salerno,SA,Campania,Italia,,FRRLRA00L47H703,,,,,,,UniCredit,Carta di credito,No,Laura Ferretti,Casa,0806160112,,,,,3323073894,,laura.ferretti48@libero.it,,,,
Professionista,B,EXT11212,Gallo Chiara,"Via Garibaldi, 181",00121,Roma,RM,Lazio,Italia,,GLLCHR80T66H501,,,,,,,Banca Intesa Sanpaolo,PayPal,No,Chiara Gallo,Casa,0531892944,,,,,3589032894,,chiara.gallo58@gmail.com,,,,
Privato,,EXT10495,Molinari Laura,"Via Dante, 150",10123,Torino,TO,Piemonte,Italia,,MLNLRA67S61L219,,,,,,,Banca Intesa Sanpaolo,Contanti,No,Laura Molinari,Casa,0957721946,,,,,3020414037,,laura.molinari26@gmail.com,,,,
Privato,B,EXT14127,Monti Carmela,"Via della Libertà, 172",10123,Torino,TO,Piemonte,Italia,,MNTCML88C54L219,,,,,,,BPER Banca,Carta di credito,No,Carmela Monti,Casa,0218688459,,,,,3614893224,,carmela.monti44@gmail.com,,,,
Privato,C,PAZ09892,Santoro Serena,"Corso Umberto I, 52",10124,Torino,TO,Piemonte,Italia,,SNTSRN58R52L219,,,,,,,Banca MPS,Contanti,No,Serena Santoro,Casa,0994512626,,,,,3018471444,,serena.santoro17@gmail.com,,,,
Privato,B,PAZ00409,Grassi Federica,"Viale Europa, 157",00100,Roma,RM,Lazio,Italia,,GRSFRC06L57H501,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Federica Grassi,Casa,0942725857,,,,,3396056603,,federica.grassi4@gmail.com,,,,
Azienda,B,PAZ01285,Villa Teresa,"Via Verdi, 12",80122,Napoli,NA,Campania,Italia,,VLLTRS71B53F839,,,,,,,BPER Banca,Bonifico bancario 30gg,No,Teresa Villa,Casa,0924081748,,,,,3134030329,,teresa.villa41@gmail.com,,,,
Azienda,C,PAZ08922,Barone Carmela,"Via XX Settembre, 123",84121,Salerno,SA,Campania,Italia,,BRNCML78E44H703,,,,,,,BPER Banca,RID bancario,No,Carmela Barone,Casa,0529550941,,,,,3990358408,,carmela.barone44@libero.it,,,,
Professionista,B,PAZ05225,Silvestri Giuseppe,"Corso Vittorio Emanuele, 60",10121,Torino,TO,Piemonte,Italia,,SLVGPP76P07L219,,,,,,,Banca Mediolanum,PayPal,No,Giuseppe Silvestri,Casa,0291785418,,,,,3784988069,,giuseppe.silvestri79@libero.it,,,,
Privato,A,PAZ06909,Colombo Stefano,"Viale Europa, 115",80132,Napoli,NA,Campania,Italia,,CLMSFN02A16F839,,,,,,,Banca MPS,RID bancario,Sì,Stefano Colombo,Casa,0729977210,,,,,3677718167,,stefano.colombo70@libero.it,,,,
Privato,B,PAZ07625,De Luca Michela,"Via Milano, 197",00118,Roma,RM,Lazio,Italia,,DLCMHL78R68H501,,,,,,,Banca Intesa Sanpaolo,Contanti,No,Michela De Luca,Casa,0148154974,,,,,3645555621,,michela.deluca63@gmail.com,,,,
Privato,B,PAZ05981,Molinari Giovanna,"Corso Italia, 155",84122,Salerno,SA,Campania,Italia,,MLNGNN93L44H703,,,,,,,Banca MPS,Contanti,No,Giovanna Molinari,Casa,0677669745,,,,,3582743155,,giovanna.molinari95@gmail.com,,,,
Privato,B,PAZ01091,Silvestri Francesca,"Corso Italia, 2",80131,Napoli,NA,Campania,Italia,,SLVFNC04C60F839,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,No,Francesca Silvestri,Casa,0734124366,,,,,3289668142,,francesca.silvestri13@libero.it,,,,
Privato,B,PAZ04501,Pellegrini Marco,"Via Milano, 17",20124,Milano,MI,Lombardia,Italia,,PLLMRC77P20F205,,,,,,,Banca Intesa Sanpaolo,Contanti,No,Marco Pellegrini,Casa,0524672664,,,,,3315963624,,marco.pellegrini59@gmail.com,,,,
Privato,,PAZ00073,Santoro Antonio,"Piazza del Comune, 95",00100,Roma,RM,Lazio,Italia,,SNTNTN36P14H501,,,,,,,Banca MPS,RID bancario,No,Antonio Santoro,Casa,0628834158,,,,,3291163639,,antonio.santoro88@gmail.com,,,,
Privato,,PAZ06825,Villa Monica,"Viale Europa, 110",00100,Roma,RM,Lazio,Italia,,VLLMNC77L47H501,,,,,,,Banca Mediolanum,RID bancario,Sì,Monica Villa,Casa,0611801516,,,,,3568379976,,monica.villa34@libero.it,,,,
Privato,C,EXT11798,Ferretti Fabio,"Corso Umberto I, 173",84124,Salerno,SA,Campania,Italia,,FRRFBA96E20H703,,,,,,,UniCredit,Contanti,No,Fabio Ferretti,Casa,0595759628,,,,,3022764514,,fabio.ferretti94@libero.it,,,,
Privato,C,PAZ06526,Coppola Alberto,"Corso Italia, 72",84121,Salerno,SA,Campania,Italia,,CPPLRT95P28H703,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,No,Alberto Coppola,Casa,0116460959,,,,,3358148840,,alberto.coppola52@libero.it,,,,
Privato,,EXT11219,Carbone Massimo,"Via Garibaldi, 17",20121,Milano,MI,Lombardia,Italia,,CRBMSM78S03F205,,,,,,,Banca Intesa Sanpaolo,Carta di credito,Sì,Massimo Carbone,Casa,0925870131,,,,,3032952474,,massimo.carbone68@libero.it,,,,
Privato,B,EXT10192,Barbieri Stefano,"Via Leopardi, 65",10125,Torino,TO,Piemonte,Italia,,BRBSFN36C06L219,,,,,,,Poste Italiane - BancoPosta,Contanti,Sì,Stefano Barbieri,Casa,0351981532,,,,,3139284711,,stefano.barbieri59@libero.it,,,,
Professionista,,EXT14811,Greco Filippo,"Via Marconi, 44",00136,Roma,RM,Lazio,Italia,,GRCFPP78R01H501,,,,,,,UniCredit,Assegno bancario,No,Filippo Greco,Casa,0399799905,,,,,3134175968,,filippo.greco9@gmail.com,,,,
Privato,C,PAZ00291,Conti Giulia,"Via Matteotti, 153",00141,Roma,RM,Lazio,Italia,,CNTGLI59S47H501,,,,,,,UniCredit,Bonifico bancario 30gg,No,Giulia Conti,Casa,0445626875,,,,,3664201016,,giulia.conti85@libero.it,,,,
Privato,B,PAZ06086,Greco Beatrice,"Corso Italia, 11",80122,Napoli,NA,Campania,Italia,,GRCBRC48M49F839,,,,,,,BPER Banca,Contanti,Sì,Beatrice Greco,Casa,0132533977,,,,,3297441661,,beatrice.greco74@libero.it,,,,
Azienda,B,PAZ07808,Sorrentino Serena,"Via della Libertà, 52",00141,Roma,RM,Lazio,Italia,,SRRSRN03D59H501,,,,,,,Banca Mediolanum,Contanti,Sì,Serena Sorrentino,Casa,0673703951,,,,,3595549094,,serena.sorrentino46@gmail.com,,,,
Privato,A,PAZ09143,Marino Federico,"Corso Umberto I, 6",10125,Torino,TO,Piemonte,Italia,,MRNFRC71T20L219,,,,,,,Banco BPM,PayPal,No,Federico Marino,Casa,0791695223,,,,,3693453538,,federico.marino46@libero.it,,,,
Professionista,B,EXT11410,Bianchi Lucia,"Via IV Novembre, 38",00118,Roma,RM,Lazio,Italia,,BNCLCU42T51H501,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,No,Lucia Bianchi,Casa,0116238035,,,,,3756679456,,lucia.bianchi92@libero.it,,,,
Privato,A,PAZ08059,Napolitano Filippo,"Via Milano, 28",20125,Milano,MI,Lombardia,Italia,,NPLFPP55D13F205,,,,,,,Poste Italiane - BancoPosta,RID bancario,No,Filippo Napolitano,Casa,0879124800,,,,,3712701361,,filippo.napolitano19@libero.it,,,,
Privato,,PAZ02089,Piccolo Riccardo,"Via IV Novembre, 172",20121,Milano,MI,Lombardia,Italia,,PCCRCR72A06F205,,,,,,,Banco BPM,Bonifico bancario 30gg,Sì,Riccardo Piccolo,Casa,0913883238,,,,,3815507313,,riccardo.piccolo50@libero.it,,,,
Azienda,B,PAZ06286,Coppola Roberta,"Corso Vittorio Emanuele, 148",10121,Torino,TO,Piemonte,Italia,,CPPRRT97M65L219,,,,,,,Banca Intesa Sanpaolo,PayPal,Sì,Roberta Coppola,Casa,0759707125,,,,,3584238984,,roberta.coppola85@libero.it,,,,
Privato,B,PAZ01801,Greco Giorgio,"Via della Libertà, 195",10121,Torino,TO,Piemonte,Italia,,GRCGRG66T16L219,,,,,,,BPER Banca,Bonifico bancario 30gg,Sì,Giorgio Greco,Casa,0489042990,,,,,3462911243,,giorgio.greco49@gmail.com,,,,
Azienda,B,EXT13752,Santoro Alberto,"Via Dante, 79",80121,Napoli,NA,Campania,Italia,,SNTLRT95S26F839,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Alberto Santoro,Casa,0709314215,,,,,3223925865,,alberto.santoro16@libero.it,,,,
Privato,C,EXT11822,Rossi Marco,"Via della Repubblica, 17",20122,Milano,MI,Lombardia,Italia,,RSSMRC65P05F205,,,,,,,Banca Mediolanum,Carta di credito,No,Marco Rossi,Casa,0146312413,,,,,3821342000,,marco.rossi13@libero.it,,,,
Azienda,C,PAZ01576,Longo Alessandra,"Via Marconi, 27",80121,Napoli,NA,Campania,Italia,,LNGLSN37L49F839,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Alessandra Longo,Casa,0278017672,,,,,3610982757,,alessandra.longo25@libero.it,,,,
Privato,,PAZ01110,Carbone Simona,"Via Mazzini, 32",10123,Torino,TO,Piemonte,Italia,,CRBSMN99R47L219,,,,,,,Banco BPM,RID bancario,No,Simona Carbone,Casa,0263845431,,,,,3224790468,,simona.carbone16@gmail.com,,,,
Privato,B,PAZ00318,Bruno Elena,"Via Leopardi, 139",10125,Torino,TO,Piemonte,Italia,,BRNLNE40M45L219,,,,,,,Banco BPM,Carta di credito,Sì,Elena Bruno,Casa,0564545145,,,,,3559420496,,elena.bruno87@libero.it,,,,
Privato,,EXT10400,Costa Simona,"Via Verdi, 59",10122,Torino,TO,Piemonte,Italia,,CSTSMN71L41L219,,,,,,,Banca Mediolanum,Carta di credito,Sì,Simona Costa,Casa,0875406314,,,,,3799820102,,simona.costa85@libero.it,,,,
Privato,B,PAZ07802,Cattaneo Sergio,"Via Tasso, 116",00141,Roma,RM,Lazio,Italia,,CTTSRG99H20H501,,,,,,,UniCredit,Carta di credito,No,Sergio Cattaneo,Casa,0369641552,,,,,3365905401,,sergio.cattaneo72@gmail.com,,,,
Professionista,,EXT13590,Russo Angelo,"Via della Libertà, 177",80121,Napoli,NA,Campania,Italia,,RSSNGL65H03F839,,,,,,,Banco BPM,RID bancario,Sì,Angelo Russo,Casa,0838462361,,,,,3999967267,,angelo.russo83@gmail.com,,,,
Privato,B,PAZ06196,Barbieri Federica,"Via Nazionale, 13",20122,Milano,MI,Lombardia,Italia,,BRBFRC71E60F205,,,,,,,BPER Banca,Assegno bancario,Sì,Federica Barbieri,Casa,0451789522,,,,,3692830254,,federica.barbieri61@libero.it,,,,
Azienda,B,PAZ01825,Moretti Alessandra,"Via della Repubblica, 13",80122,Napoli,NA,Campania,Italia,,MRTLSN82H53F839,,,,,,,BPER Banca,RID bancario,Sì,Alessandra Moretti,Casa,0201537380,,,,,3440426241,,alessandra.moretti29@libero.it,,,,
Privato,C,PAZ03146,Barbieri Angela,"Via Verdi, 76",84121,Salerno,SA,Campania,Italia,,BRBNGL94A47H703,,,,,,,Poste Italiane - BancoPosta,Assegno bancario,Sì,Angela Barbieri,Casa,0902084968,,,,,3256614560,,angela.barbieri51@libero.it,,,,
Azienda,B,PAZ06452,Marchetti Carlo,"Via Matteotti, 29",20122,Milano,MI,Lombardia,Italia,,MRCCRL70L13F205,,,,,,,UniCredit,PayPal,No,Carlo Marchetti,Casa,0711952496,,,,,3637254600,,carlo.marchetti75@libero.it,,,,
Privato,,PAZ04486,Marino Filippo,"Via della Libertà, 53",00136,Roma,RM,Lazio,Italia,,MRNFPP70H10H501,,,,,,,Poste Italiane - BancoPosta,RID bancario,Sì,Filippo Marino,Casa,0235793223,,,,,3322519151,,filippo.marino39@libero.it,,,,
Privato,B,PAZ03411,Esposito Vincenzo,"Via Garibaldi, 175",20125,Milano,MI,Lombardia,Italia,,SPSVCN85P03F205,,,,,,,BPER Banca,Assegno bancario,Sì,Vincenzo Esposito,Casa,0347720583,,,,,3213011116,,vincenzo.esposito79@libero.it,,,,
Privato,B,PAZ00144,Barone Claudio,"Via XX Settembre, 58",10125,Torino,TO,Piemonte,Italia,,BRNCLD48H10L219,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Claudio Barone,Casa,0157157539,,,,,3868910077,,claudio.barone80@gmail.com,,,,
Privato,B,PAZ09960,De Angelis Monica,"Via Matteotti, 127",00100,Roma,RM,Lazio,Italia,,DNGMNC06H63H501,,,,,,,BPER Banca,Assegno bancario,No,Monica De Angelis,Casa,0271715212,,,,,3958108938,,monica.deangelis30@gmail.com,,,,
Privato,A,PAZ04562,Pagano Riccardo,"Via Tasso, 78",20122,Milano,MI,Lombardia,Italia,,PGNRCR03D19F205,,,,,,,UniCredit,Contanti,No,Riccardo Pagano,Casa,0515734159,,,,,3542713555,,riccardo.pagano16@libero.it,,,,
Privato,B,PAZ07735,Coppola Claudia,"Via Milano, 194",10122,Torino,TO,Piemonte,Italia,,CPPCLD00H66L219,,,,,,,Banco BPM,Assegno bancario,No,Claudia Coppola,Casa,0477408532,,,,,3350992717,,claudia.coppola87@libero.it,,,,
